CODID,SMILE,bgs
8101083,C(C)O[C@@H]1[C@H]([C@@H](C(=NO1)c1ccccc1)[C@H](c1ccccc1)O)c1ccccc1.C(C)O[C@H]1[C@@H]([C@H](C(=NO1)c1ccccc1)[C@@H](c1ccccc1)O)c1ccccc1,3.58
7213457,[Sb](Cl)(Cl)([Cl-])(Cl)(Cl)Cl.c12c(c(c(c(c1c1c(c(c(c(c21)C)C)C)C)C)C)C)C,0.751
7214756,c1c(F)cc(cc1/C=C/c1c2ccccc2c(/C=C/c2cc(cc(c2)F)F)c2ccccc12)F,1.84
2239928,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[nH+]1c(N)cc(cc1)C.O,2.67
2221472,Brc1ccc(cn1)Br,3.43
1505805,O1[C@]2(O[C@H](c3ccccc3)[C@@H](O)C2)C=CC1=O,2.86
4026496,c12cc3OCOc3cc1C(=O)O[C@@H]1C2=C[C@H](C[C@@H]1O)CCNC,2.8
7152686,Clc1cc2c3C(=O)N(C4=CC(Cc(nc2cc1)c34)(C)C)c1ccc(cc1)C,2.05
2213439,S(=O)(=O)(CC(=O)[C@@H]1[C@H]([C@@H]2C=C[C@H]1C2)C)c1ccccc1,3.25
4116828,n1c(N)c(N(=O)=O)ccc1,1.97
2237049,s1c2sc(c(c2c(c1C(=O)OCC)C)C)C(=O)OCC,2.99
2311084,C(=O)(O)c1cnccc1,3.22
2218326,O(C(=O)C(=CN)C(=O)OC)C,3.6
1508286,COC(=O)[C@@]1(O)[C@@H](O)CC[C@H]1C(=O)c1ccccc1.COC(=O)[C@]1(O)[C@H](O)CC[C@@H]1C(=O)c1ccccc1,3.0
7214501,C(=O)(CCC(=O)O)O.C(=O)(N)N.C(=O)(N)N,4.82
4510944,FC(c1ccccc1)F,4.63
4504864,n1(cnc2ccccc12)Cc1cc(ccc1)C(=O)N.c1(ccc(N(=O)=O)cc1)C(=O)O,2.26
2204075,O1c2c3ccccc3oc(=O)c2C(C(=C1N)C(=O)OCC)c1ccc(OC)cc1,2.48
7052926,c1(nnnn1N)/N=N/c1nnnn1N,1.85
4060534,[Ir]12345(Br)(=C6N(c7c(N6CC=C)cccc7)C[CH]1=[CH2]2)[CH]1=[CH]3CC[CH]4=[CH]5CC1,2.94
7207560,c1(ccc(cc1)C(=O)NN=C(C)C)O,3.5
2018728,N1(C([NH2+][C@H](C1=O)CC(C)C)(C)C)CC(=O)[O-],4.62
7207305,N#C/C(=C\c1ccc(/C=C(/c2ccccc2)C#N)cc1)c1ccccc1,1.96
4503323,S1[N]Sc2c1nccc2,0.408
2226042,o1c(cc(=O)c2ccc(c(c12)COC)OC(=O)[C@]12OC(=O)[C@](CC1)(C2(C)C)C)CC,3.0
7202969,c1(c2cc3c(cc4c(ccc(c4c3)CCCC)CCCC)cc2c(cc1)CCCC)CCCC,1.64
2201484,O(c1c(ccc(OC)c1)/C=C/C1=CC(=C(C#N)C#N)CC(C1)(C)C)C,1.68
1508300,ClCCCCC(O)(c1ccccc1)c1ccccc1,4.19
4068332,[Ti]1234(Cl)(Cl)(n5c(cc(c5)C)C)[cH]5[cH]4[cH]3[cH]2[cH]15,1.42
7152914,C12(C3C4C5(C3C1C5C24)C(=O)OC)COS(=O)(=O)C,4.58
2219243,Clc1c(O)c(O)c(Cl)cc1,3.97
4069335,[Mn]12345(C#[O])(C#[O])(C#[O])[cH]6[cH]1[cH]2[c]3(O)[c]4([cH]56)OC.[B](F)(F)(F)[F-],3.36
4026035,N1C(=O)C[C@H]([C@H]1c1ccccc1)O.N1C(=O)C[C@@H]([C@@H]1c1ccccc1)O,4.34
7154561,[Br-].c1cccc2[n+]1c1c(cn2)CCc2cc(ccc12)OC,1.44
2223210,n1c(cccc1)/C(=N/NC(=O)/C(=N/O)C)C,2.83
2005314,[C@@H]1(OC)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)CO[C@@H](C(=O)O)C,4.23
1503513,O=C1NC(=O)[C@@H]2[C@H]1[C@@]1(O[C@H]2C=C1)c1oc(cc1)c1occc1,2.61
4062528,[Cr]123456(C#[O])(C#[O])([CH2]=[C]1(C2)C)[cH]1[cH]3[cH]4[cH]5[cH]61,2.77
1504610,Brc1ccc(N2CCN(C[C@@H]2CC(C)C)Cc2ccccc2)cc1C,2.83
2004727,[C@@]12(C)N(N(=O)=O)C(=O)N(N(=O)=O)[C@]1(C)C2,3.16
7018098,Brc1ccc2c3c(ccc([Se]c4ccccc4)c13)CC2,2.49
4122417,NC(=O)NN(=O)=O,3.69
1506974,S(=O)(=O)([O-])C(F)(F)F.O=C(OC)[C@H]1[C@H]([NH2+][C@H](C)c2ccccc2)CC(C1)(C)C,4.77
2223357,c1ccc(/C=N/Nc2ccccc2N(=O)=O)o1,1.56
4510937,Fc1ccc(C#C)cc1,3.77
2218919,c1(c(cccc1)Cl)OC(=O)c1ccc(cc1)C,3.52
2212632,O=C1CCC(CC1)CCC(=O)O.O,3.88
2239365,c1ccc(cc1)/C=C\CN1CCN(CC1)C(c1ccccc1)c1ccccc1,2.9
7210010,C(#CCOC(=O)Oc1c(F)cc(cc1F)F)C#CCOC(=O)Oc1c(cc(cc1F)F)F,3.99
2015769,c1(c(cccc1)Br)C#N,3.76
4021490,O[C@@]1([C@@H]([C@](CCC1)(C#N)CCC=C)C)C.O[C@]1([C@H]([C@@](CCC1)(C#N)CCC=C)C)C,5.18
4028350,O1C(=O)c2c(O)c(O)c(OC)cc2[C@H]2O[C@H](C[C@@H]12)CCC,3.02
4029617,O1CC(=O)CCCCC#CC1=O,3.4
2004532,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)[O-].[NH3+][C@H](C)c1ccccc1,3.11
2218689,Clc1ccc(N=NC2=CN(CCC2)C)cc1,1.92
1507251,O=C1c2c(=O)c3ccccc3oc2C[C@@H](C)[C@]21C(=O)O[C@H](C2)C(=C)C.O=C1c2c(=O)c3ccccc3oc2C[C@H](C)[C@@]21C(=O)O[C@@H](C2)C(=C)C,2.4
1513282,O1C(=O)OCCC1,6.24
7104548,C1(=O)C=C(C)[C@H](O)[C@H](OC(=O)[C@]23OC(=O)[C@@](CC2)(C)C3(C)C)[C@@H]1C,3.21
4023985,C1[C@@H](CO)N2C(=O)CC[C@H]([C@H]2c2c1c1c(cccc1)[nH]2)CC,3.53
7054159,OC(=O)C#CC(=O)[O-].O=C(O)c1cc[nH+]cc1.O,2.45
2222766,[Zn]1([OH2])([OH2])([OH2])[O]=C(O[Zn]([OH2]1)([OH2])[OH2])c1c(C(=O)[O-])cc(c(c1)C(=O)[O-])C1=[O][Zn]23([OH2])([OH2])[O]=C([O]2[Zn](O1)([OH2]3)([OH2])([OH2])[OH2])c1c(C(=O)[O-])cc(c(c1)C(=O)[O-])C(=[O]1)[O]2[Zn]3([OH2])([OH2])([OH2])[O]=C(O[Zn]12([OH2]3)([OH2])[OH2])c1c(C(=O)[O-])cc(c(c1)C(=O)[O-])C1=[O][Zn]23([OH2])([OH2])[O]=C([O]2[Zn](O1)([OH2]3)([OH2])([OH2])[OH2])c1c(C(=O)[O-])cc(c(c1)C(=O)[O-])C(=O)[O].O.O.O.O.O.O.O.O,2.86
2105852,C(=O)(C[N+](C)(C)C)[O-],5.3
7154920,Brc1cc(F)c(CCc2ccc(Br)cc2)c(F)c1,3.8
4030071,[nH]1c2cc(ccc2c(c1c1ccccc1)C(=O)C)C,2.73
1519923,O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](O)(C#C)CC[C@@]4([C@H]3CC[C@]12C)C.O,5.47
7213282,O1[C@@H]2C=C[C@H]1[C@@H]1[C@H]3O[C@H](CC3)[C@H]21,4.4
2212131,[NH3+]Cc1ccc(C[NH3+])cc1.[Cl-].[Cl-],3.7
4064249,N1(C2=CCCCC2=O)CCOCC1,2.39
7209078,OC1(c2c(cccc2)c2ccc(c3c(C4(c5ccccc5c5ccccc45)O)cccc3)cc2)c2ccccc2c2ccccc12.OCCCC.C(CCC)O,3.19
4070390,[Pd]12(=C3N(CCN3Cc3[n]1cccc3)Cc1[n]2cccc1)Cl.[P](F)(F)(F)(F)(F)[F-],2.9
7220432,c1(c2c(cc3c(c2)cccc3)c(c2c1cc1c(c2)cccc1)Cl)Cl,0.688
4075004,[Re]1([n]2ccc(cc2c2[n]1ccc(c2)C)C)(C#[O])(C#[O])(C#[O])OC(=O)/C=C\C(=O)O,2.12
7112232,C1OCCOCCOCCOCCOCCOC1.CN(=O)=O.CN(=O)=O,2.35
2216310,n1ccnc(c1)Oc1ccc(cc1)Oc1nccnc1,2.96
7154449,ClC(Cl)(C(=O)c1c2c([nH]c1)cccc2)C(O)c1c(F)c(F)c(F)c(F)c1F,2.64
4075273,[P](F)(F)(F)(F)(F)[F-].[O]#C[Ir]1(=C2N(C)C(=C(N2CCCN2C=1N(C)C(=C2Cl)Cl)Cl)Cl)C#[O],2.75
7203647,[Cl-].[Cl-].[NH3+]c1ccc(cc1)c1ccc([NH3+])cc1,2.66
2223800,c1c(c(=O)c2c(cc(cc2o1)OC(=O)C)OC(=O)C)c1ccc(cc1)OC(=O)C,2.95
2230673,OC(=O)c1ccc(n2nnc(c2)CO)cc1,3.1
2239884,[Cl-].[Cl-].[NH+](Cc1ccccc1)(C)CC[NH+](C)C,3.69
4071003,[CH2]1=[CH2][Ir]231(I)(I)[N]1[C@@H](C(C)C)COC=1c1cccc(C4=[N]3[C@H](CO4)C(C)C)[n]21.[P](F)(F)(F)(F)(F)[F-],1.37
2203344,O1[C@@H]2[C@H](C[C@H]1C=C2)C(=O)O.O1[C@H]2[C@@H](C[C@@H]1C=C2)C(=O)O,4.39
4503728,c1c(ccc2cc3ccccc3cc12)C(=O)[O-].c1(ccccc1)C[NH3+],2.03
1100275,O1C=C([C@H]([C@H]2CCC[C@@]12OC)O)C=O.O1C=C([C@@H]([C@@H]2CCC[C@]12OC)O)C=O,3.13
4342627,S(=O)(c1c(cccc1)O)Cc1ccccc1,3.61
2010289,O1C(C)(C)OC(=O)C(=C/Nn2nccc2)\C1=O,2.94
4030069,O1CCN(c2c(cccc2)/C=C\C(F)(F)F)CC1,2.61
4080409,[Cl]1[Li]([N]2(c3ccccc3[N]3([Li]([Cl][Li]3([O]3CCCC3)[O]3CCCC3)([O]3CCCC3)[O]3CCCC3)c3c2cccc3)[Li]1([O]1CCCC1)[O]1CCCC1)([O]1CCCC1)[O]1CCCC1,1.71
4021791,N(c1nc(c(c(c1)C(=O)OC)C(=O)OC)/C=C/c1ccc(cc1)C)(C)C,1.95
2020461,N(=C\c1cc2ccccc2cc1)/[C@@H]1c2ccccc2CCC1,2.96
2105611,N#Cc1[nH+]c[nH]c1[O-],3.19
2208250,O=C(c1ccc(OC)cc1)/C=C/c1ccc2OCOc2c1,1.91
4077573,[Fe]123([O]=[C]1(C=C1SCCS1)[CH]2=[CH]3c1ccccc1)(C#[O])(C#[O])C#[O],2.04
2235621,O=C(c1cccnc1)OCCCCOC(=O)c1cccnc1,3.25
4023806,P1(=O)(OC(=C2C(CC1)COC2=O)C)OC,3.86
7219670,c1c(nccc1)C(O)(c1ccccn1)c1ccc(C(c2ccccn2)(c2ccccn2)O)cc1.C1OCCOC1,3.11
4071734,[Re]1(C#[O])(C#[O])(C#[O])(C#[O])n2c(C=[O]1)ccc2,2.65
7053818,c1ccn2CCn3cccc3C(=O)c12.O,2.68
7154633,Brc1c(c2sc(C3OCC(C)(C)CO3)cc2Br)sc(C2OCC(C)(C)CO2)c1,2.82
1504044,O(C(=O)c1ccc(N(=O)=O)cc1)[C@H]1C=CC[C@@H]2O[C@H]12,2.41
2217140,OC(=O)c1c(cccc1C(=O)O)/N=N/c1cccc(c1C(=O)O)C(=O)O.O.O,1.75
2227653,c1(c(C(=O)O)nccn1)C(=O)[O-].C1[NH2+]CC[NH2+]C1.O.c1(c(C(=O)O)nccn1)C(=O)[O-].O,2.78
4025250,BrC1=C[C@H](OC1=O)[C@@H](CC(=O)C)c1ccccc1.BrC1=C[C@@H](OC1=O)[C@H](CC(=O)C)c1ccccc1,3.3
2016032,c1[nH]c(c2c(n1)[nH+]cn2)N.C(=O)(Cc1ccccc1)[O-].C(=O)(Cc1ccccc1)O.O,2.45
4026574,O1c2c(ccc(c2)c2c(c(c(c(C)c2C)C)C)C)C=CC1(c1ccccc1)c1ccccc1,2.92
2016654,[C@@H]12C(=O)CCC[C@@H]1[C@H]1C(=O)CCC[C@@H]1[C@H]1[C@@H](CCC[C@@]21O)CC.[C@H]12C(=O)CCC[C@H]1[C@@H]1C(=O)CCC[C@H]1[C@@H]1[C@H](CCC[C@]21O)CC,3.51
7111005,[N]12(C[N](C[Ga]1(C)C)(C)[Ga](C2)(C)C)C,4.77
2229629,O1[C@@H]([C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1Oc1ccc(cc1)C=O)COC(=O)C,3.09
2206726,C1(C)(C)OC(=O)C(=C([O-])O1)C[NH+](C)C,4.08
2017086,c12ccccc1ccc(c2c1c2ccccc2ccc1OC(=O)OCC)OC(=O)OCC,3.11
4333003,[I-].n1(c[n+](cc1)C)CC=C,3.09
2216373,O=C1Oc2c(O1)cccc2,4.1
2014266,OC[C@H]([NH3+])C(=O)N[C@@H](C(C)C)C(=O)[O-],4.25
4103909,C[NH2][BH3],6.77
2019296,O=C1NCCN1,5.46
2210282,O=C(C(=O)Nc1cccc2c1cccc2)Nc1cccc2c1cccc2,2.46
1542881,Brc1cc(O)c(C(=O)O)cc1,3.12
2010590,N#CCc1cc(CC#N)c(cc1CC#N)CC#N,4.29
2003687,N#Cc1ccccc1C#N,3.67
4123301,O(C)C(=O)C[C@@H](C1CCCCC1)[C@@H](c1ccccc1)C(=O)OC,4.57
2228928,[Cd]12([OH2])([O]=C3C(=Cc4ccccc4O3)C(=O)O1)([O]=C1Oc3ccccc3C=C1C(=O)O2)[OH2],2.38
7220415,n1cn(cn1)/N=N/n1cnnc1,2.55
4080410,[c]12([c]3([c]4([Fe]513(C#[O])(c1ccccc1)([c]2([c]45C)C)C#[O])C)C)C,3.19
2217051,C1C(CCC(C1)[NH3+])[NH3+].[Cl-].[Cl-],5.56
7200918,C1(=O)C(=C(C(=O)c2ccccc12)C)Sc1cc2ccccc2cc1,1.03
2218821,O.OC(=O)c1ccc(cc1)c1[nH]nnn1,3.11
8102726,Clc1cc(c(N)cc1)c1[nH]c2ccccc2n1,2.75
7211947,c1(c(c2ccccc2)cccc1)[P](c1ccccc1)(c1ccccc1)[I]I,2.4
4026840,o1c(nc2c1cccc2)c1c(O)cccc1O,2.78
1502250,C1(C)(C)OC[C@H]([C@@H]([C@H](C[C@H](CCO)C)OC)O1)O,5.3
4503907,S1[C]2C=Cc3cccc4ccc(S1)c2c34,0.449
4511521,[O-]C(=O)/C=C/c1cc(N(=O)=O)ccc1.[NH2+](Cc1ccccc1)Cc1ccccc1,1.76
7029334,[BH]1234[BH]567[CH]892[CH]2%101[BH]1%113[BH]3%122[BH]28%10[BH]8%10%12[BH]%12%113[B]451(C#CC#C[B]1345[BH]%11%13%14[BH]%15%161[BH]1%17%18[BH]%19%20%21[CH]%13%16%17[CH]%13%14%19[BH]%143%11[BH]3%21%13[BH]%11%18%20[BH]4%151[BH]5%143%11)[BH]7%10%12[BH]6928,4.01
4022939,N1(S(=O)(=O)c2ccccc2)[C@@]2(C[C@@H](OC)C=C[C@]2(SCC)CC1)c1cc2OCOc2cc1,2.83
7219096,[NH2+](CC(=O)[O-])C,5.21
2010277,O=C1N([C@@H]([C@H]1N)c1ccccc1)C,3.21
2226497,[NH+](=C\c1c(O)cc(OC)cc1)/c1c(cccc1)C(=O)[O-].O,2.15
2008190,o1c(=O)cc(c2ccc3c(c12)CC(C=C3)O)C,2.71
4301453,C(#N)c1n[n-]nc1C#N.[NH4+],4.08
4084640,[Fe]12(Sc3nc(ccc3)C)([OH]Cc3[n]1c(ccc3)CC2=O)(C#[O])C#[O],2.11
7116634,c1cc(Cl)cc2c1nc1c(c3c1nc1c(ccc(c1)Cl)n3)n2,1.64
4063344,[Pt]12(=C3N(C=CN3c3[n]1c(N1C=2N(C=C1)CCCC)ccc3)CCCC)Cl.[Cl-],1.79
1506890,s1c2c3c(scc3)c3c(scc3)c2cc1,3.22
2201044,O=C([O-])C[NH3+],5.2
1505410,Brc1ccc(cc1)[C@@]1([C@H](c2ccc(NC(=O)c3ccc(cc3)Br)cc2)C1)C(F)(F)F,2.95
2201932,C1(=O)NC(=O)C(c2cccc[n]12)c1ccccn1,2.27
1516413,O=C(O)c1ccc[nH]c1=O,2.67
4114360,O1[C@H]2CCCCCC[C@@H]2C[C@H]1CCCOC(=O)Nc1ccc(N(=O)=O)cc1.O1[C@@H]2CCCCCC[C@H]2C[C@@H]1CCCOC(=O)Nc1ccc(N(=O)=O)cc1,2.39
1519348,C1(=O)[C@@H]2C[C@@H](C[C@H](C(=O)OC)N2Cc2ccccc2)O1,3.28
2011617,O=C(N)c1nccnc1C(=O)N,2.36
7111934,c12ccccc1c(c1cc(sc1C)C(=O)O)c(c1c2cccc1)c1cc(sc1C)C(=O)O,2.65
4022981,c12c(cccc1)C1c3c(cccc3)C2c2c1cc1nc3c(nc1c2)cccc3,2.11
7150744,O(C(=O)N[C@H](c1ccccc1)C)[C@@H](C#CC(C)(C)C)c1ccccc1,4.64
2201315,c1n(ccn(c1)=O)=O,1.96
2014284,n1(cncc1)Cc1ccccc1,4.0
1520682,C(C(=O)Nc1cccc2cccnc12)(CS(=O)(=O)c1ccccc1)N1C(=O)c2ccccc2C1=O,2.0
4501700,C(=CC=C(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,2.27
7153848,C1(=O)[C@@](c2c(cccc2)N1)(CC#N)O,3.64
2224825,C(=O)(OCC)[C@@]1(Oc2c3ccccc3oc(=O)c2[C@@H](c2ccc(Cl)cc2)C1)O,3.34
4507669,O1CC[NH2+]CC1.O=C([O-])C,5.18
1518358,[Pd](=C1N(C=CN1C(C)C)C(C)C)=C1N(C=CN1C(C)C)C(C)C,2.3
7117264,Clc1c(c(Cl)c(C)c(Cl)c1C)C,3.97
1504576,O1C[C@]23[C@]45[C@H](C[C@H](C(=O)CC4)[C@@]15OC)C[C@H](O)[C@]2(C)CCC3.O1C[C@@]23[C@@]45[C@@H](C[C@@H](C(=O)CC4)[C@]15OC)C[C@@H](O)[C@@]2(C)CCC3,3.88
2004277,COC1=N[C@](C)(C(=O)O[C@H]1C(C)C)[C@H](c1ccccc1)O,4.46
7151144,N1([C@H](C(OC1=O)(C)C)C(C)C)C(=O)[C@H](CN(Cc1ccccc1)Cc1ccccc1)C,3.23
4023907,S(c1ccc(cc1)C)([C@]12[C@H](C=C([C@H]1[C@@H](OC2=O)OCC)C(=O)OCC)C)=O,3.11
2226797,o1c2cc(O)c(OC)cc2ccc1=O,2.46
4066598,[Pd]12([N](c3c(C2=O)cccc3)=C(C=C(O1)C)C)[NH3],1.85
2241205,N1C(=O)NC(=O)C(C1=O)(O)CCC,3.69
2001231,O=c1cc(C)c2c(o1)cc1c(c2)CCCN1,2.3
4024358,S(=O)(=O)(O[C@H]([C@H](Cl)[C@H](Cl)C)C)c1ccc(cc1)C.S(=O)(=O)(O[C@@H]([C@@H](Cl)[C@@H](Cl)C)C)c1ccc(cc1)C,4.19
7109267,O(Cc1ccccc1)C[C@@H](C(=O)C([C@@H](O)c1ccccc1)(C)C)C.O(Cc1ccccc1)C[C@H](C(=O)C([C@H](O)c1ccccc1)(C)C)C,3.7
7152815,Clc1ccc(C2C(=C3N(CCN3)C3=C2C(=O)c2c(C3=O)cccc2)C(=O)c2ccccc2)cc1,1.19
4071095,[Ru]123456(Cl)(Cl)[P](OC[C@@H](OC)[c]76[cH]1[cH]2[cH]3[cH]4[cH]57)(c1ccccc1)c1ccccc1,2.48
4113696,O(C)C(=O)/C=C/C=C/C=C/C(=O)OC,2.12
2006080,O=n1c(c2cc(ccn2=O)C)cc(cc1)C,2.76
4063574,[Y]123456789%10%11([BH]%12=[CH]7[CH]8=[CH]9[CH]%10=[CH]1%12)([BH]1=[CH]6[CH]5=[CH]4[CH]3=[CH]21)[Cl][Y]123456789%10([BH]%12=[CH]5[CH]4=[CH]3[CH]2=[CH]1%12)([BH]1=[CH]6[CH]7=[CH]8[CH]9=[CH]%101)[Cl]%11,2.6
7036303,OC(=C\C(=N\c1c(c(/N=C/c2c(O)ccc3ccccc23)c(cc1C)C)C)C)/C,1.86
1517982,O=C(N[C@H](c1cc2ccccc2cc1)C)c1nc(ccc1)C(=O)OCc1ccccc1,2.61
4065262,C(NC(C)C)(NC(C)C)=[NH+]c1ccc(cc1)F.C(F)(F)(F)S(=O)(=O)[O-],2.91
2212078,O=C1C=C(N)CC1,3.42
4028396,O1[C@@H](COC(=O)c2ccc(OC)cc2)CC[C@]21CC[NH2+]C2.[Cl-].O1[C@H](COC(=O)c2ccc(OC)cc2)CC[C@@]21CC[NH2+]C2.[Cl-],3.3
2105867,n1(=O)ccccc1,3.19
7208662,O[C@@H](CC)C,6.54
4501735,C(=C\C(=O)OCc1ccccc1)\C=C/C(=O)OCc1ccccc1,2.82
2241302,[cH]12[c]3(CC(C(=O)OC)(C)C)[Fe]4567891([cH]1[c]9([cH]8[cH]6[cH]41)CC(C(=O)OC)(C)C)[cH]2[cH]5[cH]37,2.85
4069613,B([c]12[c]3([Fe]4567891([cH]2[cH]4[cH]35)[cH]1[cH]9[cH]8[cH]7[cH]61)[Sn](Cl)(C)C)(OC)C,2.52
2232098,[I-].NCCCCCCC[NH3+],4.53
4124310,o1c(=O)cc(c2ccccc12)CC,3.01
2211074,c12c(ccc(c1)C(c1cc3c(cc1)C(=O)OC3=O)(C(F)(F)F)C(F)(F)F)C(=O)OC2=O,3.13
2005607,Cn1cnnn1,4.98
2206066,o1c(=O)c(cc2ccc(OC)cc12)C(=O)C,2.15
4022767,C1(=O)[C@]2(C(=O)OC)CCC(=C(C)[C@@H]2CO1)[C@@H]1COC(C)(C)O1,2.14
2231857,c1(ccccc1)NC(=O)[C@@H]1CCC(=O)N1,3.93
4321582,c1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccccc1,2.83
2213052,Oc1ccc(cc1)/C=N/NC(=O)N.O,2.23
8100528,O=C1NC(=C2C1=C(NC2=O)c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1,1.25
4028227,[Si](C[C@H]1N2[C@H](CCC2=O)[C@@H]2O[C@@H](O[C@H]12)c1ccccc1)(C)(c1ccccc1)C,3.84
2201826,[nH+]1cc(cc(c1)Br)Br.[Br-],1.92
4114045,C1C2(OCC(CO2)(C)C)C[C@H]2C[C@H]([C@@H](C#N)[C@@H]12)O,4.91
2238286,[O-]c1[nH]nc(n1)N(=O)=O.O=C(N)NC(=[NH2+])N,1.61
2203981,c1(C=O)cc(OC)c(O)c(OC)c1,2.45
4028223,c1ccccc1Cn1c2c([C@@]3(CCCC[C@@H]3N3C(=O)N(C(=O)N23)c2ccccc2)O)nn1.c1ccccc1Cn1c2c([C@]3(CCCC[C@H]3N3C(=O)N(C(=O)N23)c2ccccc2)O)nn1,3.57
4114923,c1c(C#CC(c2ccccc2)(c2ccccc2)c2ccccc2)ccc(c1)C#CC(c1ccccc1)(c1ccccc1)c1ccccc1.c1ccccc1.c1ccccc1,3.27
4077968,c12cccc3COCCCCOCc4cccc(COCCCCOC1)[n]4[Pt]([n]23)(Cl)Cl,2.45
4029955,N(N(C(=O)C)Cc1ccccc1)(=O)=NOCc1ccccc1,3.4
2001257,Cl[C@@]12OO[C@]3(c4ccccc4[C@@](Cl)(c4ccccc14)[C@@]23C(=O)OC)C(=O)OC.Cl[C@]12OO[C@@]3(c4ccccc4[C@](Cl)(c4ccccc14)[C@]23C(=O)OC)C(=O)OC,3.68
4021228,[Fe]12345678([c]9([cH]4[cH]3[cH]2[c]19[C@H](O)c1ccccc1)[C@H](NC(=O)C)c1ccccc1)[cH]1[cH]8[cH]7[cH]6[cH]51,2.64
4504099,n1cncc(c1)C#C,3.2
2017467,n1c(cc2[nH]c(c(c(=O)n12)CCO)C)C.O1C(=O)/C(CC1)=C(\Nc1n[nH]c(c1)C)C,2.78
7105760,Clc1ccc([C@H]2[C@]3([C@H](c4ccccc4)CC(=O)C2)c2c(cccc2)OC3=O)cc1,3.52
7039954,[Cl-].[Cl-].n1(nnnc1)CC[NH2+]CC[NH3+],3.81
2215016,Brc1ccc(c2ccc(c(c2C(=O)OCC)C(=O)OC)C(=O)OC)cc1,3.15
1504227,[Si](OC[C@]12O[C@@H](C=C2C)c2ccccc12)(C)(C)C(C)(C)C,3.41
4020777,O(c1c(cccc1)C(=C(/O)C)/C(=O)NC)C,3.68
7225631,C(=O)([C@@H]([C@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-].C(=O)([C@H]([C@@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-],3.81
2216119,s1c(N)nc2c1cc(cc2)C,3.37
4060578,Ic1c(c(c([As](c2c(cc(cc2C)C)C)c2c(cc(cc2C)C)C)c(c1C)C)C)C,3.23
4070532,[Au](Br)[P](c1ccccc1c1ccccc1)(C1CCCCC1)C1CCCCC1,3.47
2224262,Brc1cc(ccc1C#N)C,3.62
2215429,OC(C(=O)O)c1c(N(=O)=O)cccc1,2.53
2227312,O=C1N(c2c(cccc2)C/1=C(/C(=O)c1cccnc1)c1ccccc1)C(=O)C,2.11
4025922,c1cc(cnc1c1ccc(cn1)c1nc(nc(n1)N)N)c1nc(nc(n1)N)N.CO.CO,2.67
1503130,c12ccccc1cccc2N1C(=C(C(=O)OC)C(C(=C1N)C(=O)OCC)c1ccc(cc1)Cl)C(=O)OC,2.56
2214486,[n-]1nc(cc1C(F)(F)F)C(F)(F)F.[NH2+](C)C,5.16
2102175,C#CC1(O)C(=C(F)C(C(=C1F)F)(O)C#C)F,3.81
7151862,N1[C@]2(C)C[C@@H](O)O[C@H](c3ccccc13)C2.N1[C@@]2(C)C[C@H](O)O[C@@H](c3ccccc13)C2,3.07
7025864,n1(c(nc2ccccc12)C)c1ccccc1N(=O)=O,2.06
1508878,[Si](O)(O)(c1c2c(cc3c1cccc3)cccc2)c1c2c(cc3c1cccc3)cccc2.O(CC)CC,1.86
7212125,O=C([O-])OC.n1(C)c([n+](C)cc1)C,3.89
7219797,Fc1c(F)cccc1/C=N/c1c(F)c(F)ccc1,2.33
2100386,N(=O)(=O)c1ccc(O)cc1,2.36
4124940,O=n1ccccc1[C@@](CCC(=O)C(O)(C)C)(c1ccccc1)C#N,3.01
2210389,Br/C(=C\C(=O)O)C(=O)O,2.83
7104492,C(=O)(c1ccccc1Nc1ccc(cc1)C)O,2.44
4023452,S(=O)(=O)(Nc1cc2ccc1CCc1c(Br)cc(cc1)CC2)C[C@]12C(=O)C[C@H](CC1)C2(C)C,3.16
7004926,[Sn]1(OC2=CC=CC=CC2=[O]1)(C)(C)C,2.52
7225381,C(Cl)(Cl)(Cl)C(Cl)Cl,4.7
2101097,CC1=NNC(=O)CC1.O,3.74
4076640,[Fe]123([P](c4ccccc4)(c4ccccc4)c4ccccc4)(C[C@@H]4C[CH]1=[C]2(C3C4(C)C)C)(C#[O])C#[O],2.75
2216194,[Cl-].[NH2+]1CCN(CC1)c1ncccc1,3.2
2008869,C1CN=C(N1)C1=NCCN1,2.88
4103906,[Fe]12345678([cH]9[cH]2[cH]1[cH]3[c]89c1ccc(n2c3c(c8c2cccc8)cccc3)cc1)[cH]1[cH]5[cH]4[cH]7[cH]61,2.27
