Compound ID,InChIKey,SMILES,logS,logP,MW
C5111,REJBTXQSIQFRRE-XZBQRBHSSA-N,O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,-3.303960378,3.8125,372.498
C3252,YTLQFZVCLXFFRK-UHFFFAOYSA-N,c1ccc(cc1)Cc1nc2c([nH]1)cccc2,-4.801418328,3.1537,208.258
C5722,BHDBEMWNWGBDBB-UHFFFAOYSA-N,CN(CCCC1(OC(=O)c2c1cccc2)c1ccccc1)C,-2.899841072,3.4424,295.376
C7579,FRXZIFVYTNMCHF-UHFFFAOYSA-N,Oc1ccc(c(c1)C(=O)N)O,-1.682652987,0.897,153.135
C5237,WBEZOZLFWDHDKW-UHFFFAOYSA-N,CCCC(COC(=O)NCC(C)C)(CO)C,-3.215024109,2.5582,231.332
C2581,DCKXNKRUGUYEPS-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccccc1)CCCl,-5.690990336,4.1898,338.228
C1493,JEIZLWNUBXHADF-QMMMGPOBSA-N,CC(=O)C[C@@H]1CCCCN1,-0.44999999,1.4364,141.211
C3798,LIAUJQLOCLVMMH-UHFFFAOYSA-N,COC(=O)c1nc(C)c2c(c1)c1ccccc1[nH]2,-4.253580271,2.8111,240.257
C8208,RPDVFFALGUJAPM-UHFFFAOYSA-M,[S-]C(=S)N1CCCCC1.[Na+],-1.176714961,1.242,183.27
C2818,BQZRLLBUGAVTNV-BTJKTKAUSA-N,OC(=O)/C=C\C(=O)O.CCCNCC1COC2(O1)c1ccccc1OCc1c2cccc1,-5.326847709,3.2978,441.474
C3077,BUHTVBNGCWQMMA-UHFFFAOYSA-N,CCCCSc1ccc(cc1)C(COC(=O)N)(COC(=O)N)CC,-5.014279239,4.8178,354.464
C6434,SEGXVZIYBPMHEY-UHFFFAOYSA-N,CCOc1ccccc1N1CCN(CC1)CC1CN=C(O1)N,-2.453241317,1.0596,304.387
C1206,PQOSNJHBSNZITJ-QMMMGPOBSA-N,CCCC[C@](CC)(O)C,-1.6,2.3376,130.228
C2896,BQMDGYJPLNFICG-UHFFFAOYSA-N,CCN(CCOc1ccc(cc1C(=O)Nc1ccccc1)Cl)CC,-5.234796602,4.3859,346.851
C973,SODPIMGUZLOIPE-UHFFFAOYSA-N,OC(=O)COc1ccc(cc1)Cl,-2.29,1.8034,186.592
C7742,UMBQWJHNUSDWMU-UHFFFAOYSA-N,OCC(C(C)(C)C)(CO)C,-1.57064393,1.0234,146.227
C1715,RNPXCFINMKSQPQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOP(=O)(OCCCCCCCCCCCCCCCC)O,-15.20512017,12.0826,546.846
C2271,WGOLRGXJPQEOEH-UHFFFAOYSA-N,CNCC1CCC2(C1)c1ccccc1C=Cc1c2cccc1.Cl,-6.29294962,5.6689,325.875
C9876,SUHOOTKUPISOBE-UHFFFAOYSA-N,NCCOP(=O)(O)O,0.850586884,-0.2453,141.063
C2386,OCJYIGYOJCODJL-UHFFFAOYSA-N,Clc1ccc(cc1)C(c1ccccc1)N1CCN(CC1)Cc1cccc(c1)C,-6.05092207,5.4314,390.948
C9688,TVOREWXXEDDJHQ-UHFFFAOYSA-M,CCOC(=O)C[N+](C)(C)C.[Br-],0.645672547,-2.7403,226.111
C9857,LRCXRAABFLIVAI-UHFFFAOYSA-N,NCC(c1cccc(c1)O)O,0.8147951,1.0846,153.178
C4338,KZLNXGBVFTWMPS-UHFFFAOYSA-N,CCN(C(=O)C1CN2CCc3c(C2CC1OC(=O)C)cc(c(c3)OC)OC)CC.Cl,-3.85131252,3.1629,440.961
C401,RROQIUMZODEXOR-HTQZYQBOSA-N,O=CN[C@@H](C(Cl)(Cl)Cl)N1CCN(CC1)[C@H](C(Cl)(Cl)Cl)NC=O,-4.1900001,3.418,434.962
C6536,KNOZCKSSLOTBPA-UHFFFAOYSA-N,CCC(=O)C1C(=O)c2c(C1=O)cccc2,-2.384634431,1.6609,202.206
C9584,XDVMCVGTDUKDHL-UHFFFAOYSA-N,NCCSC(=N)N.Br.Br,0.55127821,2.9883,281.013
C3691,VJECBOKJABCYMF-UHFFFAOYSA-N,CS(=O)(=O)O.COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1COc2c(O1)cccc2,-4.354634599,2.8867,547.581
C2238,SHGAZHPCJJPHSC-XFYACQKRSA-N,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,-6.377390085,5.6026,300.435
C4692,RJWFCNKUCLNCTI-UHFFFAOYSA-N,COc1ccc(cc1)C1CCC2N(C1)CCCC2.Cl,-3.611758768,4.167,281.821
C8526,PJMQBIMLDBAWRK-UHFFFAOYSA-N,NCCc1cc(OC)ccc1OC.Cl,-0.875446447,2.7073,217.693
C7680,FWAWELGQRMERND-UHFFFAOYSA-N,CCN(c1ccccc1)CCN(C)C,-1.610050836,2.0745,192.301
C7868,RGEVWUKXWFOAID-UHFFFAOYSA-N,CCC1(CC)C(=O)CCNC1=O,-1.4797314,1.2106,169.221
C7097,TUENCHQASOGYGU-UHFFFAOYSA-N,CCNc1nc(N2CCN(CC2)C)c(c(n1)Cl)SC,-2.037292721,2.1114,301.839
C6246,IKHUSJCGKQISRF-UHFFFAOYSA-N,CN1C2CCC1CN(C2)C(=O)c1ccc(cc1)Cl,-2.566716429,2.1344,264.751
C6292,KDWMOTCARFFLTQ-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(o1)C(=O)OCCC,-2.538783995,2.2778,199.161
C4594,RKLNONIVDFXQRX-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Br,-3.669339602,4.4726,420.315
C2627,RYQOGSFEJBUZBX-UHFFFAOYSA-N,CN(CCCN1c2ccccc2C(c2c1cccc2)(C)C)C,-5.611365759,4.4807,294.434
C3400,RTFARVWMEFHIKS-UHFFFAOYSA-N,FCCCCCCCCBr,-4.630798314,3.6914,211.115
C7621,COCNDHOPIHDTHK-UHFFFAOYSA-N,COc1ccc2c(c1)c(c[nH]2)CC(=O)O,-1.644751916,1.8036,205.21
C7801,QXWSVGWYFCBSGK-UNVLYCKESA-N,O=[NH+]/C=c/1\n(COCCCCc2ccccc2)ccn1C.[Cl-],-1.527265407,-2.3063,323.818
C4148,VZHYBDYSAGXDLU-OCIYDRMTSA-N,CC(CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)C.Br,-4.005018412,5.0026,380.362
C9472,ZHRWFZMWXXRCDX-UHFFFAOYSA-L,C[N+](CCC[N+]1(C)CCc2c(C1)cccc2)(C)C.[Br-].[Br-],0.389103615,-3.7476,408.215
C7015,XGPFPXALZVOKRI-UHFFFAOYSA-N,S=C1NC(C(=O)N1c1ccccc1)C,-2.08142522,1.69,206.264
C4285,XWVNWXNQELAUTL-UHFFFAOYSA-N,Fc1cccc(c1)C(=O)C(c1ccccc1)CN1CCCC1.Cl,-3.891069358,4.6279,333.828
C4747,WBEXQMNCOCWOMJ-UHFFFAOYSA-N,CCCc1cccc(c1OCC(CO)O)Cl,-3.575747234,2.0245,244.715
C8127,QDHFDXDMKYJPSC-UHFFFAOYSA-N,CCNC(=O)Cc1ccccc1,-1.246256197,1.7561,163.216
C2720,HICFFJZGXWEIHN-UHFFFAOYSA-N,CN(CCCN1c2cc(Cl)ccc2Sc2c1ccc(c2)O)C,-5.479542888,4.665,334.864
C8796,LZAKUZBAAQDJCF-UHFFFAOYSA-N,O=C1OCC(C1)(C)C,-0.517123613,0.9595,114.142
C3990,IPXDFCRSXWUBFA-UHFFFAOYSA-N,CCCCSCCCCCCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
C1732,MBWXNTAXLNYFJB-NKFFZRIASA-N,C[C@H](CCC[C@@H](CCCC(C)C)C)CCC/C(=C/CC1=C(C)C(=O)c2c(C1=O)cccc2)/C,-11.96104738,9.1576,450.696
C9848,OUBHSSAWQNSXCU-UHFFFAOYSA-M,N#CCCS(=O)(=O)[O-].[Na+],0.803771294,0.52608,157.124
C4275,SWMGZHSQTIHKNA-UHFFFAOYSA-N,ClCCN(c1cc(ccc1C)C(=O)N1CCOCC1)CCCl,-3.900661581,2.6893,345.264
C6014,NNCOZXNZFLUYGG-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CC1)CCOCC1CCCO1)c1ccccc1,-2.705484695,2.7168,361.475
C374,OTKXWJHPGBRXCR-UHFFFAOYSA-N,COP(=S)(Oc1ccc(cc1Cl)[N+](=O)[O-])OC,-4.3099999,4.3181,297.653
C2461,SBEQUPBZKBGVHE-UHFFFAOYSA-N,CCCCNCC(=O)N1C(C)(C)CC(=CC1(C)C)c1ccccc1,-5.895359092,4.578,328.492
C7596,ISIQEWJJVXFCDP-UHFFFAOYSA-N,CC(COc1ccccc1C)O,-1.668015062,1.7546,166.217
C4605,AGSLHFQPWVSWHT-UHFFFAOYSA-N,Brc1cc(Br)cc2c1oc(=O)[nH]2,-3.663966404,2.6461,292.912
C6177,VDANGULDQQJODZ-UHFFFAOYSA-N,CCN(CCOC(=O)c1ccc(cc1Cl)N)CC,-2.609562154,3.002,270.755
C3877,GWTVMUKCRYINJA-UHFFFAOYSA-N,CC(=O)Nc1nc(c(o1)c1ccccc1)c1ccccc1,-4.189257867,4.04,278.305
C9244,MIZIOHLLYXVEHJ-UHFFFAOYSA-N,OCCN(Cc1ccccc1)CCO,0.207692843,0.4732,195.258
C6966,NUUIWQTXXMNXON-UHFFFAOYSA-N,OCC(COc1ccccc1Cl)(O)C,-2.110471462,1.4621,216.661
C9519,GXCRUTWHNMMJEK-WYUVZMMLSA-M,[O-]C(=O)C1=C(COC(=O)C)CS[C@H]2N1C(=O)[C@H]2NC(=O)CC#N.[Na+],0.442127242,-1.80412,361.306
C4941,YJGVMLPVUAXIQN-XVVDYKMHSA-N,COc1cc(cc(c1OC)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@H](c2c1cc1OCOc1c2)O,-3.427378809,2.4092,414.405
C2312,HUCJFAOMUPXHDK-UHFFFAOYSA-N,Cc1cc(cc(c1CC1=NCCN1)C)C(C)(C)C,-6.190513002,2.9095,244.375
C5240,ZPOGTLCICRJACI-UHFFFAOYSA-N,C=CCc1cc(C)ccc1OCC(CO)O,-3.213369295,1.4555,222.28
C3619,FMXOZKPOPWMHIG-UHFFFAOYSA-N,C[NH+](CCOC(c1c(C)cc(cc1C)C)c1ccccc1)C.[Cl-],-4.419812685,-0.1337,333.895
C7549,KIFIYUHFHGSNHL-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCCCN1.Cl,-1.708113674,4.1954,303.826
C60,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1ccc(c(c1)Cl)Cl)Cl,-7.3899999,6.6206,326.433
C5708,PQSSZNQPCOJKJV-UHFFFAOYSA-N,COc1cc(OCCCN2CSCC2)nc2c1cccc2,-2.907114697,2.9565,304.407
C9293,XZNUGFQTQHRASN-XQENGBIVSA-N,CN[C@@H]1[C@H](O[C@@H]2[C@@H]([C@@H]1O)O[C@@H]([C@@H](C2)N)O[C@@H]1[C@@H](N)C[C@H]([C@@H]([C@H]1O)O)N)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)N,0.267941734,-3.7572,539.577
C7086,IXWXDMFXNONZHI-UHFFFAOYSA-N,CSCCCCCCN1CCSC1.Cl,-2.04251952,3.656,255.871
C7707,BTFHIKZOEZREBX-UHFFFAOYSA-N,C=CCn1c(=O)n(C)c2c(c1=O)n(C)cn2,-1.596246204,-0.3803,220.228
C9699,NRVFDGZJTPCULU-UHFFFAOYSA-N,SCCN(C)C.Cl,0.656296988,1.2798,141.663
C13,LKHLFUVHHXCNJH-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl,-8.6499996,7.274,360.878
C4754,IGVRMQTYZVEVJA-UHFFFAOYSA-L,C[N+]1(CCCCCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-],-3.571242031,-4.574,540.262
C8758,RNVYQYLELCKWAN-UHFFFAOYSA-N,OCC1COC(O1)(C)C,-0.570990744,0.1302,132.158
C9311,JPFWJDMDPLEUBD-ITJAGOAWSA-N,NC(=O)OC[C@@H]([C@H]([C@@H](C(=O)N[C@@H]([C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(C(=O)O)c(=O)[nH]c1=O)C(=O)O)N)O)O,0.282835612,-4.6407,521.39
C2438,IQCZDPRPOLRNQX-UHFFFAOYSA-N,CCCCSc1ccc(cc1)C(c1ccccc1)SCCN(C)C.Cl,-5.94260939,6.765,396.053
C5756,KXOZJFGEGGNJDX-UHFFFAOYSA-N,CCCCC1(CCCC)C(=O)NC(=O)NC1=O,-2.875609196,2.3768,240.299
C9629,ZMJGSOSNSPKHNH-UHFFFAOYSA-N,NCc1c(COP(=O)(O)O)cnc(c1O)C,0.605241969,0.8639,248.173
C8446,CLJMMQGDJNYDER-UHFFFAOYSA-N,CCCC(CCC)N,-0.943263145,2.6142,115.217
C3254,QLWAWPABINQVLJ-UHFFFAOYSA-N,BrC(C(=O)OCC(Cl)(Cl)Cl)C(C)C,-4.800118338,3.3193,312.416
C6891,PZMMWWLCCGJACT-UHFFFAOYSA-N,CCCC(C(=O)NC(=O)N)CCC,-2.156164588,2.4889,186.251
C1046,PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(n1)OC,-2.0799999,1.2783,211.264
C7913,PMNBNUKPDNHZFI-UHFFFAOYSA-N,O/N=C(/Cn1ccc2c1cccc2)\N,-1.443815336,2.088,189.214
C598,YYZUSRORWSJGET-UHFFFAOYSA-N,CCCCCCCC(=O)OCC,-3.3900001,2.91,172.265
C8536,CXKWCBBOMKCUKX-UHFFFAOYSA-M,CN(c1ccc2c(c1)sc1c(n2)ccc(=[N+](C)C)c1)C.[Cl-],-0.865461237,-0.4971,319.852
C4539,WQVZLXWQESQGIF-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(c1ccc(c(c1)C(=O)N)O)O.Cl,-3.699410628,4.0286,364.866
C7980,YSVIRKSYBGDUSI-UHFFFAOYSA-N,CCC(N(C)C)(CC)C.Br,-1.383028741,3.0848,210.155
C4788,CROGROFAKDECNL-MBHUSPCXSA-N,CCCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Br,-3.551050661,4.7566,366.336
C508,ZESRJSPZRDMNHY-YFWFAHHUSA-N,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.75,3.6959,330.461
C6549,FRASJONUBLZVQX-UHFFFAOYSA-N,O=C1C=CC(=O)c2c1cccc2,-2.374439285,1.6218,158.153
C7027,NKGPJODWTZCHGF-KQYNXXCUSA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]cnc2=S,-2.071204277,-0.8996,284.292
C8778,JSPCTNUQYWIIOT-UHFFFAOYSA-N,NC(=O)N1CCCCC1,-0.549094756,1.1892,128.172
C8747,KWTSXDURSIMDCE-QMMMGPOBSA-N,C[C@@H](Cc1ccccc1)N,-0.583111127,2.2766,135.206
C8964,OIMCRYGRGHXRHC-UHFFFAOYSA-M,C[NH+](CCC[n+]1ccc2c(c1)cccc2)C.[Cl-].[Br-],-0.265449411,-5.3301,331.679
C3967,GIYAQDDTCWHPPL-UHFFFAOYSA-N,CCN(CCNC(=O)c1cc(Br)c(cc1OC)N)CC,-4.126944598,3.0836,344.247
C6311,BAFQDKPJKOLXFZ-UHFFFAOYSA-N,COP(=O)(Oc1ccc(cc1)[N+](=O)[O-])OC,-2.529030955,2.8977,247.142
C1593,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,Cc1ccnc(c1)C,0.38,1.6984,107.153
C9297,FSMDSXIVAIALBA-UHFFFAOYSA-L,C[N+](CCOc1ccc(cc1)OCC[N+](C)(C)C)(C)C.[I-].[I-],0.270643223,-4.1354,536.231
C6380,HDNVYHWHCVTDIV-UHFFFAOYSA-N,OCC(C(=O)Nc1ccc(cc1)C(=O)Nc1ccn(c(=O)n1)C1CCC(C(O1)C)OC1OC(C)C(C(C1O)O)N(C)C)(N)C,-2.49044169,0.4696,618.679
C3382,WCIBOXFOUGQLFC-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)F,-4.650273628,4.4605,371.42
C8823,CFOYWRHIYXMDOT-UHFFFAOYSA-N,CCOC(=O)n1ccn(c1=S)C,-0.473056921,1.5607,186.231
C5691,PKVHOAMFMQZDHR-UHFFFAOYSA-N,CCC(c1ccc(cc1)Cl)(CO)CO,-2.915169286,1.9724,214.689
C382,IZUPBVBPLAPZRR-UHFFFAOYSA-N,Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl,-4.2800002,4.6592,266.337
C7693,AZKKWGXMQLTBNB-UHFFFAOYSA-N,CC(CC(COC(=O)N)COC(=O)N)C,-1.600972916,2.2399,218.25
C9418,PPNGBUNXPYHPHB-UHFFFAOYSA-L,C[N+](CCC[n+]1ccc(cc1)C=Cc1ccccc1)(C)C.[Br-].[Br-],0.354342951,-2.7512,442.231
C461,DNXHEGUUPJUMQT-CBZIJGRNSA-N,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,-3.96,3.8174,270.366
C3687,OJIIZIWOLTYOBS-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)Nc1ccccc1CCC1CCCCN1C.Cl,-4.359429222,5.1773,388.931
C3768,BHECBLIRYXAYDD-KCUXUEJTSA-N,CN(C/C=C(\c1ccccc1)/c1ccc(cc1)Br)C.Cl,-4.273247623,5.2444,352.696
C8173,IABBAGAOMDWOCW-UHFFFAOYSA-N,OC(=O)C(CC(=O)O)(CC(=O)O)O.CCN(CCOC(=O)c1cccnc1)CC,-1.210891105,0.3317,414.407
C3579,YCTYZKUHJDXBEL-UHFFFAOYSA-M,ClCCN(c1cc(ccc1C)C(=O)NC(C(=O)[O-])C)CCCl.[Na+],-4.460072884,1.5381,369.219
C1643,SJRJJKPEHAURKC-UHFFFAOYSA-N,CN1CCOCC1,1.0,-0.1137,101.147
C4509,KPCLDXRCQCEGKE-UHFFFAOYSA-M,O=C(C(c1ccccc1)(c1ccccc1)O)OC1CC2CCC(C1)[N+]2(C)Cc1ccccc1.[Br-],-3.720685755,1.7687,522.473
C3141,QMBGXSNFXXGFAX-UHFFFAOYSA-L,OC1(OCC[N+](C1)(C)C)c1ccc(cc1)C1(O)OCC[N+](C1)(C)C.[Br-].[Br-],-4.934773982,-5.8844,498.25
C3135,CXKXDUIIHKJROU-UHFFFAOYSA-N,FCCCCCCCCCCCC#N,-4.939700144,4.38048,199.308
C1434,QRUDEWIWKLJBPS-UHFFFAOYSA-N,c1ccc2c(c1)[nH]nn2,-0.77999997,0.9579,119.124
C8998,DVVVPMHPSRJZQX-UHFFFAOYSA-N,CCN(c1ccccc1C)C(=O)N,-0.209600305,2.6003,178.231
C9547,WNPNNLQNNJQYFA-UHFFFAOYSA-N,OC(C(C(=O)O)O)C(=O)O.NCC(c1ccc(c(c1)O)O)O,0.495847342,-1.3324,319.265
C9217,GXFAIFRPOKBQRV-GHXCTMGLSA-N,NCCC[C@@H](CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)/C(=C/NC(=O)N)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CO)[C@H]1C[C@H](O)N=C(N1)N)N,0.163865844,-3.8914,685.69
C2652,SXHWIUYWGJFLKB-UHFFFAOYSA-N,C#CC(c1ccccc1)(c1ccc(cc1)Cl)OC(=O)N,-5.571722496,4.0124,285.725
C1110,GATVIKZLVQHOMN-UHFFFAOYSA-N,ClC(Br)Br,-1.9,2.2986,208.28
C1589,CDAISMWEOUEBRE-CDRYSYESSA-N,O[C@@H]1[C@@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)O)O,0.34999999,-3.8346,180.156
C1751,MYPYJXKWCTUITO-LYRMYLQWSA-N,OC[C@H]1O[C@@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]([C@@H](c4ccc(O3)c(Cl)c4)O)NC(=O)[C@@H](CC(C)C)NC)c3ccc(c(c3)c3c(O)cc(cc3[C@H](NC2=O)C(=O)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@H]([C@@](C1)(C)N)O,-10.8755905,3.9326,1449.25
C8180,MYGVPKMVGSXPCQ-JEDNCBNOSA-N,N[C@H](C(=O)O)CC[S+](C)C.[Cl-],-1.204844777,-2.6294,199.699
C441,OCKPCBLVNKHBMX-UHFFFAOYSA-N,CCCCc1ccccc1,-4.0599999,3.0292,134.218
C9772,OWMFSWZUAWKDRR-UHFFFAOYSA-N,NCC(c1cccc(c1)O)O.Cl,0.722072321,1.8866,189.639
C5133,STLWFARPOWOHSM-UHFFFAOYSA-N,COC(=O)c1c(C)ccc(c1OCCN1CCOCC1)C(C)C,-3.286960742,2.5539,321.411
C7558,IPIMRNFGYPQKAM-UHFFFAOYSA-N,COc1cc(C)c(cc1CC(N)C)OC.Cl,-1.702068385,3.4042,245.746
C3240,IUGDILGOLSSKNE-UHFFFAOYSA-N,ClC(C(c1ccc(cc1)O)c1ccc(cc1)O)(Cl)Cl,-4.817919689,4.5999,317.595
C713,MUKSMBAVCDPKRC-UHFFFAOYSA-N,Cc1ccc2c(c1)Oc1ncc(cc1C(=O)N2C)N,-3.04,3.0007,255.272
C5871,ISVQQJRVLCFYMV-UHFFFAOYSA-N,O=C(Nc1ccccc1C)Nc1ncco1,-2.796586329,2.773,217.224
C2499,YHGAGMNSWODGFY-UHFFFAOYSA-N,Nc1c2cc(ccc2nc2c1cccc2)c1ccccc1,-5.839725504,5.2184,270.328
C3727,NESMARWNWRENBF-UHFFFAOYSA-L,C[N+]1(CCC[N+]2(C)CCCC2)CCc2c(C1)cccc2.[Br-].[Br-],-4.315530543,-3.2546,434.252
C1812,FHKMETBBEHLTJX-OQKDUQJOSA-N,CCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCC)CCCCC.[Cl-],-8.933846013,2.7131,419.043
C8059,FDXOWEXWCPILKM-UHFFFAOYSA-N,OCC(COc1ccccc1)(O)C,-1.310228781,0.8087,182.216
C2342,IHXOCADAVBSZJN-UHFFFAOYSA-L,CC[N+](C1c2ccccc2c2c1cccc2)(CCCCCC[N+](C1c2ccccc2c2c1cccc2)(CC)CC)CC.[Br-].[Br-],-6.120925776,3.808,718.646
C6528,NZBGFGGNLREHFL-UHFFFAOYSA-N,N(Cc1ccccc1)CCNCc1ccccc1.Cl.Cl,-2.392109527,4.9518,313.265
C4710,KVLQSJWHJRGPQB-QXMHVHEDSA-N,CC(NC(=O)/C(=C(\c1ccccc1)/C)/C)C,-3.596721019,3.3955,217.307
C6372,UMMYPDFDLDVDCZ-UHFFFAOYSA-N,CSc1c(Cl)nc(nc1N1CCN(CC1)C)NC(C)C,-2.495178771,2.4999,315.865
C3745,XBPMXUYSYAIPTR-UHFFFAOYSA-N,CC(OC(=O)N1CC=Cc2c1cccc2)C,-4.299569289,3.1298,217.264
C5846,IESYQTXPSQWIGA-UHFFFAOYSA-N,CS(=O)(=O)N1CC=Cc2c1cccc2,-2.816901764,2.6252,209.265
C7770,ISDBSWZMAMHJRR-UHFFFAOYSA-N,ClCCN(CC=C)CCCl,-1.549318207,1.952,182.091
C6367,LDMOQBBDWPPTNL-UHFFFAOYSA-N,OCC(COc1ccccc1Br)O,-2.496876922,1.1811,247.086
C9705,ATADHKWKHYVBTJ-UHFFFAOYSA-N,CNCC(c1ccc(c(c1)O)O)O.Cl,0.658239155,1.5435,219.665
C8650,XWZXRENCCHMZNF-UHFFFAOYSA-N,C=CCN1C(=O)OC(C1=O)C,-0.737594785,0.4776,155.151
C1820,BQUFQLHGCASYAP-BTKVJIOYSA-N,CCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-],-8.808018239,2.7099,419.043
C4295,LSQXNMXDFRRDSJ-UHFFFAOYSA-N,COc1cc(C)ccc1C(C)C,-3.881046339,3.127,164.244
C5094,ZGGPNDKKJIWQJU-WDZFZDKYSA-N,O=C(c1ccncc1)N/N=C(\C(=O)O)/C,-3.316366694,0.6628,207.186
C5421,BXDUGSCGMFHWBB-UHFFFAOYSA-N,O=C1NC(=O)C2(C(=O)N1)CCCC[Si](C2)(C)C,-3.087387172,1.8887,254.358
C8990,MFRUVSDIZTZFFL-UHFFFAOYSA-N,BrCCN(C)C.Br,-0.233718232,1.901,232.945
C4753,MLHBDHJHNDJBLI-UHFFFAOYSA-N,CCN(C(CC(C)C)COC(=O)c1ccc(cc1)N)CC,-3.572804775,3.7633,292.416
C342,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(CCC=C1c2ccccc2CCc2c1cccc2)C,-4.46,4.1686,277.403
C136,NYQDCVLCJXRDSK-UHFFFAOYSA-N,COP(=S)(Oc1cc(Cl)c(cc1Cl)Br)OC,-6.0900002,5.3026,365.996
C1255,NZNMSOFKMUBTKW-UHFFFAOYSA-N,OC(=O)C1CCCCC1,-1.45,1.6513,128.169
C5213,SQVXWIUVAILQRH-UHFFFAOYSA-N,COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)O,-3.232669235,3.1742,268.264
C9831,IDVSELVVGYIOEX-UHFFFAOYSA-M,C=C[N+](C)(C)C.[Br-],0.779729736,-2.1599,166.059
C6961,KIJMVZOSUXIDEI-UHFFFAOYSA-N,COc1ncnc(c1)n1nc(cc1OC)C,-2.113966997,0.9879,220.228
C4604,YANZREKXCRAKRB-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1ccc(cc1)OC)(c1ccc(cc1)OC)O)CC.Cl,-3.663982727,3.6267,423.93
C9243,XUYPXLNMDZIRQH-LURJTMIESA-N,CSCC[C@@H](C(=O)O)NC(=O)C,0.205548286,0.7197,191.248
C1795,HSTCMJJFYYQQRG-UHFFFAOYSA-N,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,-9.267501588,6.3657,597.999
C3874,UBPJBMCYEHGSJS-UHFFFAOYSA-N,Fc1cccc(c1)C(=O)C(c1cccc(c1)F)CN1CCCC1.Cl,-4.190297124,4.767,351.818
C6638,LIAWQASKBFCRNR-UHFFFAOYSA-N,CCOc1ccc(cc1)NC(=O)CC(O)C,-2.321077058,1.8677,223.268
C5762,JTLXCMOFVBXEKD-FOWTUZBSSA-N,OCC/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/SSCC1CCCO1,-2.873663245,3.717,398.543
C7387,GXRZIMHKGDIBEW-UHFFFAOYSA-N,C#CC1(CCCCC1)OC(=O)N,-1.825317018,2.1181,167.205
C9186,XMLNCADGRIEXPK-ZNHDNBJUSA-M,OCC(c1ccccc1)C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-],0.114283799,-0.9617,384.308
C8821,GTSKCZHMZXAPMP-UHFFFAOYSA-L,CC1C[N+]2(CCOCC[N+]34CCC(CC3)C(C4)C)CCC1CC2.[I-].[I-],-0.475125982,-3.3184,576.337
